Lead score,Company Name,CompanyDomain,Trading name,Tags,Street,Postal code,City,Province,Distance,Country,Employees,Employees in group,Branch,Branch code national,Branch name national,Branch code international,Branch name international,Reg no.,Legal entity,Founded,VAT,URL,Phone number,Pages,First visit,Last visit,Sessions,Days,Duration,Comments,Twitter,Facebook,LinkedIn,Youtube,Pinterest,Instagram,GitHub,Dribbble,Xing,Whatsapp,Vimeo,Sales volume,Email address,Link to inbox,stripped_domain
0.75,Reading Enterprise Centre,reading.ac.uk,,"Hot, Meer dan 6 pagina's bezocht, MS Places",Building 201,RG66BU,Reading,Wokingham,390km,GB,1392,200,Education Administration Programs,85421,,8221,"Colleges, Universities, and Professional Schools",,,2012,,https://www.reading.ac.uk,"4,41183E+16",21,4/13/2026 12:08,5/20/2026 7:47,20,15,265,,,https://www.facebook.com/theuniversityofreading,https://www.linkedin.com/company/epthnews/,https://www.youtube.com/user/UniofReading,,https://www.instagram.com/uniofreading,,,,,,£ 4.865.785,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/461338121,reading
0.05,Exail Limited,ixblue.com,,,Glover Pavilion Campus 3,AB228GW,Aberdeen,Aberdeen City,736km,GB,1392,9,Research Services,52220,,4499,"Water Transportation Services, Not Elsewhere Classified",5256818,Corporation,2004,5256818,http://www.ixblue.com,"4,41224E+16",1,2026-01-04 14:07:00,2026-01-04 14:07:00,1,1,5,,,,https://www.linkedin.com/company/muquans/,https://www.youtube.com/channel/UCbP5fdCVyJcSJr0JkbWDqLg,,,,,,,,£ 4.263.149,info@ixblue.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/465414563,ixblue
0.35,FNV Vastgoed,fnv.nl,,"Hot, Meer dan 6 pagina's bezocht",Hertogswetering 159,3543AS,Utrecht,Utrecht,39km,NL,1361,8,Subdivision of Land,6810,Buying and selling of own real estate,6552,"Land Subdividers and Developers, Except Cemeteries",33300084,Non Profit Organization,1998,,https://www.fnv.nl,31883680368,4,2026-01-04 10:27:00,4/13/2026 11:39,2,2,320,,,https://www.facebook.com/FNVonline,https://www.linkedin.com/company/fnv-vakbond/,https://www.youtube.com/channel/UCYSS_ms_r7rYHkWARvab_2g,,https://www.instagram.com/fnv_vakbond,,,,,,765000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/2909480,fnv
0.25,The American University in Cairo,aucegypt.edu,The American University in Cairo (Auc),,"South EL Teseen Street, Auc Avenue, 5Th Settlement, New Cairo",11835,Cairo,Cairo,3274km,EG,1331,3000,Education Administration Programs,,,8221,"Colleges, Universities, and Professional Schools",1919,Non Profit Organization,1919,,https://www.aucegypt.edu,20226151000,1,2026-11-04 20:20:00,2026-11-04 20:20:00,1,1,25,,,https://www.facebook.com/aucegypt,https://www.linkedin.com/company/auc-school-of-continuing-education/,https://www.youtube.com/user/AUC,,https://www.instagram.com/auc_egypt,,,,,,£ 13.099.541.089,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/259416453,aucegypt
0.4,dormakaba Holding GmbH + Co. KG auf Aktien,dormakaba.com,,Hot,Dorma Platz 1,58256,Ennepetal,Nordrhein-Westfalen,198km,DE,1311,5,Holding Companies,4035,"Companies, Service Companies And Organisations",6719,"Offices of Holding Companies, Not Elsewhere Classified",HRB 9591,Corporation,2013,DE126455151,https://www.dormakaba.com,4923337930,1,2026-08-05 12:22:00,2026-08-05 12:29:00,1,1,55,,https://www.twitter.com/dormakaba,https://www.facebook.com/dormakabaItaliaSrl,https://www.linkedin.com/company/dormakaba-switzerland/,https://www.youtube.com/channel/UCYqtGov3Asf94W4XbQjFVmw,,https://www.instagram.com/dormakabaschweizag,,,https://www.xing.com/pages/tristaraustriagmbh,,,596062,marketing.fr@dormakaba.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/139234524,dormakaba
0.5,Kingston University Service Company Limited,kingston.ac.uk,,"Hot, Meer dan 6 pagina's bezocht, MS Places",Holmwood House,KT12EE,Kingston-Upon-Thames,Greater London,347km,GB,1301,201,Higher Education,68320,,6531,Real Estate Agents and Managers,3134175,Corporation,1997,3134175,https://www.kingston.ac.uk,"4,42084E+16",9,5/18/2026 13:40,5/19/2026 16:39,7,2,175,,,https://www.facebook.com/kingstonuni,https://www.linkedin.com/company/msw-master-of-social-work/,,,https://www.instagram.com/kingstonuniversity,,,,,,£ 10.844.000,press@kingston.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/4928347,kingston
0.75,TEPIH-CENTAR d.o.o.,a1.hr,,"Hot, Meer dan 6 pagina's bezocht",Avenija Dubrovnik 15,10000,Zagreb,Zagreb,1065km,HR,1294,73,Telecommunications,,,5199,"Nondurable Goods, Not Elsewhere Classified",82118227192,Corporation,1994,,https://www.a1.hr,38516553325,15,4/21/2026 15:19,5/20/2026 7:50,14,9,215,,,https://www.facebook.com/A1Hrvatska,https://www.linkedin.com/company/a1hrvatska/,,,https://www.instagram.com/A1Hrvatska,,,,,,6949000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/233116745,a1
0.75,University of Aberdeen School of Biological Science,abdn.ac.uk,,"Hot, Meer dan 6 pagina's bezocht, Contact, MS Places",Zoology Building,AB242TZ,Aberdeen,Aberdeen City,735km,GB,1291,3515,Research Services,85422,,8221,"Colleges, Universities, and Professional Schools",,Government Body,2005,13683,https://www.abdn.ac.uk,"4,41224E+16",3,4/14/2026 7:57,2026-07-05 10:19:00,3,2,85,,,https://www.facebook.com/universityofaberdeen,https://www.linkedin.com/company/heru-aberdeen/,https://www.youtube.com/user/uniofaberdeen,https://www.pinterest.com/aberdeenuni,https://www.instagram.com/uniofaberdeen,,,,,,£ 225.386.000,res-innov@abdn.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/132390631,abdn
0.35,Niji,niji.fr,,"Hot, Meer dan 6 pagina's bezocht",Identity 1,35000,Rennes,Ille-Et-Vilaine,616km,FR,1273,1000,IT Services and IT Consulting,6201Z,,7371,Computer Programming Services,439055278,Corporation,2001,FR43905527800162,https://www.niji.fr,33299320284,1,4/15/2026 15:52,4/15/2026 15:52,1,1,5,,https://www.twitter.com/Niji_Digital,,https://www.linkedin.com/company/niji/,https://www.youtube.com/user/Nijivideo,,https://www.instagram.com/niji_aime_la_voile,,,,,,€83.002.190,contact@niji.fr,https://portal.leadinfo.com/inbox/custom-20260326-20260520/136835236,niji
0%,Drw UK Partners Llp,drw.com,,,The Leadenhall Building,EC3V4AB,London,Greater London,330km,GB,1272,324,Financial Services,70229,,8742,Management Consulting Services,oc359474,Partnership of Unknown Type,2010,oc359474,https://www.drw.com,"4,42073E+16",1,4/23/2026 14:53,4/23/2026 14:53,1,1,35,,,https://www.facebook.com/pages/DRW-Trading-Group/103804202947,https://www.linkedin.com/company/drw/,https://www.youtube.com/user/drwtradinggroup,,https://www.instagram.com/drw_trading,,,,,,£ 171.188.081,privacy@drw.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/6414138,drw
0.05,Collectivite Europeenne D'Alsace,alsace.eu,Site de Colmar,,100 Avenue D'Alsace,68000,Colmar,Haut-Rhin,462km,FR,1259,2000,Government Administration,8411Z,,9199,"General Government, Not Elsewhere Classified",200094332,,2021,FR20009433200026,https://www.alsace.eu,33369493929,2,4/28/2026 7:42,4/28/2026 7:59,1,1,60,,,https://www.facebook.com/toutelalsace,https://www.linkedin.com/company/collectivit-europ-enne-d-alsace/,https://www.youtube.com/c/ToutelAlsace,,https://www.instagram.com/toutelalsace,,,,,,,dpo@alsace.eu,https://portal.leadinfo.com/inbox/custom-20260326-20260520/329025763,alsace
0%,Saxo Group India Private Limited,home.saxo,,,"20Th Floor, Building 10, Tower C",122002,Gurugram,Haryana,6379km,IN,1256,1036,IT System Custom Software Development,,,7371,Computer Programming Services,06aazcs8238g3zl,Corporation,2018,,https://www.home.saxo,"9,11245E+16",1,4/16/2026 13:18,4/16/2026 13:20,1,1,75,,,https://www.facebook.com/saxobank,https://www.linkedin.com/company/saxo-bank/,,,,,,,,,₹ 4.526.809.000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/351716681,home
0.75,Csm Ingredients UK Limited,csmingredients.com,Csm Ingredients,"Hot, Meer dan 6 pagina's bezocht, MS Places",Stadium Road,CH623NU,Birkenhead,"Wirral, Merseyside",542km,GB,1243,123,Food and Beverage Manufacturing,46390,,5141,"Groceries, General Line",13017549,Corporation,1919,13017549,https://www.csmingredients.com,"4,41513E+16",2,4/19/2026 21:45,4/25/2026 20:32,2,2,10,,,,https://www.linkedin.com/company/csm-bakery-solutions-now-csm-ingredients/,,,,,,,,,£ 50.246.925,info@csmingredients.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/329882785,csmingredients
0.75,Stichting Curio Onderwijsgroep West-Brabant,curio.nl,Baronie Security,"Hot, Meer dan 6 pagina's bezocht, Contact",Trivium 74,4873LP,Etten-Leur,Noord-Brabant,31km,NL,1227,70,Technical and Vocational Training,85320,Secondary vocational education and adult education,8249,"Vocational Schools, Not Elsewhere Classified",41105340,Non Profit Organization,1990,,https://www.curio.nl,31882098000,7,2026-07-05 9:50:00,5/19/2026 11:41,6,6,115,,,https://www.facebook.com/curioonderwijs,https://www.linkedin.com/company/curioonderwijsgroep/,https://www.youtube.com/c/curioonderwijsgroep,,https://www.instagram.com/curio.onderwijs,,,,,,2378322,info@curio.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/33135,curio
0.05,Roehampton University,roehampton.ac.uk,,,Grove House,SW155PJ,London,Greater London,330km,GB,1226,926,Higher Education,85421,,8221,"Colleges, Universities, and Professional Schools",5161359,Corporation,2004,5161359,https://www.roehampton.ac.uk,"4,43003E+16",3,4/14/2026 9:35,4/14/2026 9:36,1,1,45,,,https://www.facebook.com/roehamptonuni,https://www.linkedin.com/company/roehampton-law-school/,https://www.youtube.com/user/RoehamptonUniversity,,https://www.instagram.com/uni_roehampton,,,,,,£ 144.626.000,surveys@roehampton.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/6602310,roehampton
0.75,Stichting Ipse de Bruggen,ipsedebruggen.nl,Servicekantoor Ipse de Bruggen Ipse de Bruggen Jeugdwet,"Hot, Meer dan 6 pagina's bezocht",Louis Braillelaan 42,2719EK,Zoetermeer,Zuid-Holland,26km,NL,1205,4014,Accounting,69209,Other administration,8721,"Accounting, Auditing, and Bookkeeping Services",27321808,Non Profit Organization,2008,,https://www.ipsedebruggen.nl,31174540165,1,5/20/2026 8:48,5/20/2026 8:48,1,1,25,,,https://www.facebook.com/ipsedebruggen,https://www.linkedin.com/company/ipse-de-bruggen/,https://www.youtube.com/user/IpseDeBruggen,,https://www.instagram.com/ipsedebruggen,,,,,,€392.013.423,info@ipsedebruggen.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/464263765,ipsedebruggen
0.25,Oklahoma City Public Schools,okcps.org,Okcps,,2734 Miramar Blvd Bldg 3,73111,Oklahoma City,Oklahoma,7723km,US,1200,7000,Education Administration Programs,611110,,8211,Elementary and Secondary Schools,,Proprietorship,1910,,https://okcps.org,14055870000,3,3/27/2026 11:01,2026-12-05 14:36:00,3,3,15,,,,https://www.linkedin.com/company/oklahoma-city-public-schools/,,,,,,,,,$ 547.767.000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/465247339,okcps
0%,Dienst Wegverkeer,rdw.nl,Hoofdkantoor Dienst Wegverkeer (RDW),,Europaweg 205,2711ER,Zoetermeer,Zuid-Holland,27km,NL,1192,20,Government Administration,84121,"Public administration in the field of health care, education, cultural services and social services (no social",9431,Administration of Public Health Programs,27374436,Local Government Body,1996,,https://www.rdw.nl,31880087447,1,3/31/2026 9:48,3/31/2026 9:52,1,1,85,,,https://www.facebook.com/NLRDW,https://www.linkedin.com/company/rdw/,https://www.youtube.com/user/RDWnl,,,,,,,,1197005,info@rdw.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/3885,rdw
0.75,Acv Puls,hetacv.be,ACV PULS Leuven,"Hot, Meer dan 6 pagina's bezocht",Sudermanstraat 5,2000,Antwerpen,Baarle-Nassau,72km,BE,1185,200,Professional Organizations,94200,Activities of trade unions,8631,Labor Unions and Similar Labor Organizations,,Partnership of Unknown Type,1982,BE0932842367,https://www.hetacv.be,3222443500,8,4/17/2026 7:36,4/28/2026 15:32,2,2,260,,,http://www.facebook.com/acvpuls,https://www.linkedin.com/company/acv/,https://www.youtube.com/channel/UCbjfFJv9pLy-v23BHapK6jw,,https://www.instagram.com/acvpuls,,,,,,92175,antwerpen@acv-csc.be,https://portal.leadinfo.com/inbox/custom-20260326-20260520/463330105,hetacv
0.05,Le Bon Marche Maison Aristide Boucicaut,lebonmarche.com,,,24 Rue de Sevres,75007,Paris,Saint-Denis,373km,FR,1184,1081,Retail,4719A,,5399,Miscellaneous General Merchandise Stores,414728337,Corporation,1997,FR41472833700018,https://www.lebonmarche.com,33144398000,1,4/21/2026 16:54,4/21/2026 16:55,1,1,45,,,https://www.facebook.com/lebonmarche,https://www.linkedin.com/company/le-bon-marche/,https://www.youtube.com/user/LeBonMarcheOfficiel,,https://www.instagram.com/lebonmarcherivegauche,,,,,,613132000,privacy@lebonmarche.fr,https://portal.leadinfo.com/inbox/custom-20260326-20260520/54716594,lebonmarche
0%,Payoneer Global Inc.,payoneer.com,Payoneer,,195 Broadway FL 27,10007,New York,New York,5869km,US,1158,2407,Financial Services,561110,,7389,"Business Services, Not Elsewhere Classified",4915834,Corporation,2005,,https://www.payoneer.com,12126009272,1,4/27/2026 10:18,4/27/2026 10:18,1,1,15,,,https://www.facebook.com/Payoneer,https://www.linkedin.com/company/payoneer/,https://www.youtube.com/user/MyPayoneer,,,,,,,,$ 977.716.000,privacy@payoneer.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/460838827,payoneer
0.05,Landesbank Hessen-Thuringen Girozentrale,helaba.com,Helaba,,Neue Mainzer str. 52-58,60311,Frankfurt am Main,"Frankfurt Am Main, Stadt",340km,DE,1148,3559,Banking,251,Banks And Savings Banks,6036,"Savings Institutions, Not Federally Chartered",HRA 29821,,2009,DE114104159,https://www.helaba.com,"4,99284E+16",1,5/13/2026 9:57,5/13/2026 9:57,1,1,15,,,,https://www.linkedin.com/company/helaba/,https://www.youtube.com/channel/UCiOvFbR-u3tMc4af3w5IcyA,,https://www.instagram.com/helaba_bank,,,https://www.xing.com/companies/helaba,,,2011000000,presse@helaba.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/75723141,helaba
0%,Vestland Fylkeskommune,vestlandfylke.no,,"Hot, Meer dan 6 pagina's bezocht, linkedin",Lars Hilles Gate 22,5008,Bergen,Vestland Fylke,950km,NO,1129,7230,Government Administration,84110,,9199,"General Government, Not Elsewhere Classified",821311632,Local Government Body,2018,,https://www.vestlandfylke.no,4705557,1,4/15/2026 13:36,4/15/2026 13:36,1,1,15,,,https://www.facebook.com/vestlandfylke,https://www.linkedin.com/company/vestlandfylke/,https://www.youtube.com/channel/UCXZv3MKiKIQidxnzxx45Swg/videos,,https://www.instagram.com/vestlandfylke,,,,,,kr 285.895.719,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/22349826,vestlandfylke
0.05,Audiocodes Ltd,audiocodes.com,,,6 Ofra Haza,7019900,OR Yehuda,Tel Aviv District,3286km,IL,1126,966,Communications Equipment Manufacturing,36610119,,3669,"Communications Equipment, Not Elsewhere Classified",520044132,Corporation,2025,,https://www.audiocodes.com,97239764000,1,2026-11-05 11:26:00,2026-11-05 11:26:00,1,1,25,,,https://www.facebook.com/audiocodes,https://www.linkedin.com/company/audiocodes/,https://www.youtube.com/c/AudioCodesMedia,,https://www.instagram.com/_audiocodes_,,,,,,₪ 242.176.000,privacy@audiocodes.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/262768782,audiocodes
0.75,mcity GmbH,scheidt-bachmann.de,,"Hot, Meer dan 6 pagina's bezocht",Breite str. 132,41238,Mönchengladbach,Nordrhein-Westfalen,144km,DE,1120,2,IT System Data Services,657,Service Companies,7374,Computer Processing and Data Preparation and Processing Services,HRB 6921,Corporation,2002,,https://www.scheidt-bachmann.de,"4,92166E+17",2,4/15/2026 16:27,2026-12-05 11:55:00,2,2,60,,,,https://www.linkedin.com/company/scheidt-&-bachmann/,https://www.youtube.com/user/ScheidtBachmann,,https://www.instagram.com/scheidtundbachmann_parking,,,https://www.xing.com/pages/scheidt-bachmanngmbh,,,€100.000,info@scheidt-bachmann.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/76468964,scheidt-bachmann
0.25,Tata Consultancy Services Deutschland GmbH,tcs.com,TCS Deutschland,,Messeturm / Friedrich-Ebert-Anlage 49,60308,Frankfurt am Main,"Frankfurt Am Main, Stadt",339km,DE,1102,737,Business Consulting and Services,310,"Software, Manufacturers",8748,"Business Consulting Services, Not Elsewhere Classified",HRB 34240,Corporation,2018,,https://www.tcs.com,4969787020,1,4/26/2026 17:10,4/26/2026 17:34,1,1,15,,,https://www.facebook.com/TataConsultancyServices,https://www.linkedin.com/company/tata-consultancy-deutschland-gmbh/,https://www.youtube.com/user/TCSGlobal,,https://www.instagram.com/tcsglobal,,,,,,723964562,wenjian.lin@tcs.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/76483018,tcs
0.05,Stara S.A. - Industria de Implementos Agricolas,stara.com.br,Stara,,av. Stara 519,99470-000,Nao-Me-Toque,Rio Grande do Sul,10536km,BR,1098,1104,"Agriculture, Construction, Mining Machinery Manufacturing",,,3523,Farm Machinery and Equipment,91495499000100,Corporation,1960,,https://stara.com.br,"5,55433E+16",2,2026-11-05 15:55:00,2026-11-05 16:01:00,1,1,220,,,,https://www.linkedin.com/company/stara/,,,,,,,,,R$ 2.299.097.000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/459461140,stara
0%,Nats (En Route) Public Limited Company,nats.aero,Nats,,4000 Parkway,PO157FL,Fareham,Hampshire,422km,GB,1097,3483,Airlines and Aviation,52230,,4581,"Airports, Flying Fields, and Airport Terminal Services",4129273,Corporation,2000,4129273,https://www.nats.aero,"4,4149E+15",1,2026-05-05 17:49:00,2026-05-05 17:49:00,1,1,25,,,http://www.facebook.com/NATSaero,https://www.linkedin.com/company/project-caelus-scotland/,,http://www.pinterest.com/natsaero,https://www.instagram.com/natsaero,,,,,https://www.vimeo.com/natsaero,£ 895.700.000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/3361585,nats
0.4,Alexandre Gilbert,citadelle.be,,"Hot, Meer dan 6 pagina's bezocht, linkedin",Adresse Non Disponible Dans le Banque Carrefour,,,,,BE,1097,1,Hospitals and Health Care,86220,Specialist medical practice activities,8011,Offices and Clinics of Doctors of Medicine,,Proprietorship,1975,BE0827114743,https://www.citadelle.be,3242630619,12,4/22/2026 10:40,4/22/2026 23:03,4,1,1410,,,https://www.facebook.com/HCitadelle,https://www.linkedin.com/company/h%C3%B4pital-citadelle/,https://www.youtube.com/channel/UCcNxBXc6aE_mSWsxKP6GCMQ,,,,,,,,€61.501,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/80793637,citadelle
0%,Eurobank Bulgaria AD,postbank.bg,,,260 Okolovrasten Pat str.,1766,Sofia,Sofia-grad,1737km,BG,1089,3934,Banking,,,6021,National Commercial Banks,694749,Corporation,2023,,https://www.postbank.bg,35928166000,1,4/21/2026 15:25,4/21/2026 15:31,1,1,185,,,https://www.facebook.com/PostbankBG,https://www.linkedin.com/company/postbankbg/,https://www.youtube.com/channel/UCeVOmwZaAJEC7Ao1WyZoNxg,,https://www.instagram.com/postbankbg.official,,,,,,лв 112.181.503,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/159664805,postbank
0%,Sächsisches Staatsministerium fur Infrastruktur und Landesentwicklung,sachsen.de,,,Archivstr. 1,1097,Dresden,Sachsen,635km,DE,1086,1,Executive Offices,,,9111,Executive Offices,,,2016,DE328133575,https://www.sachsen.de,493515640,1,4/27/2026 9:31,4/27/2026 9:31,1,1,15,,,https://www.facebook.com/Freistaat.Sachsen,,,,,,,,,,56230,info@sachsen.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/326146338,sachsen
